artist,song,album,album_type,release_date,artist_type,duration_ms,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,dance,metal,rock,hip_hop,edm,r&b,country,emo,latin,k-pop,year
Jonas Blue,Rise,Rise,single,2018-05-25,artist,194407,False,1,0.69,0.784,1,-4.653,1,0.032,0.323,0.0,0.203,0.669,106.066,4,1,1,0,0,0,1,0,0,0,0,0,2018
Alec Benjamin,Let Me Down Slowly,Let Me Down Slowly,single,2018-05-25,artist,169180,False,1,0.649,0.548,1,-5.692,0,0.0318,0.733,0.0,0.136,0.506,150.036,4,1,0,0,0,0,1,0,0,0,0,0,2018
Maroon 5,Girls Like You (feat. Cardi B),Girls Like You (feat. Cardi B),single,2018-05-30,artist,235545,True,1,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,4,1,0,0,1,0,0,0,0,0,0,0,2018
Lauv,I Like Me Better,I met you when I was 18. (the playlist),album,2018-05-31,artist,197436,False,1,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,1,1,0,0,0,1,0,0,0,0,0,2018
Lauv,Paranoid,I met you when I was 18. (the playlist),album,2018-05-31,artist,192529,False,4,0.701,0.241,2,-8.388,0,0.0515,0.644,0.000171,0.149,0.132,107.969,3,1,1,0,0,0,1,0,0,0,0,0,2018
Lauv,Paris in the Rain,I met you when I was 18. (the playlist),album,2018-05-31,artist,204712,False,2,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,4,1,1,0,0,0,1,0,0,0,0,0,2018
Lauv,Enemies,I met you when I was 18. (the playlist),album,2018-05-31,artist,194754,False,8,0.696,0.693,3,-4.64,1,0.044,0.175,0.0,0.122,0.601,126.025,4,1,1,0,0,0,1,0,0,0,0,0,2018
NOTD,I Wanna Know - Acoustic,I Wanna Know (Acoustic),single,2018-06-01,artist,200620,False,1,0.668,0.403,6,-5.321,1,0.0362,0.758,0.0,0.184,0.394,120.057,4,1,1,0,0,0,1,0,0,0,0,0,2018
Dynoro,In My Mind,In My Mind,single,2018-06-08,artist,184560,False,1,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,4,1,1,0,0,0,1,0,0,0,0,0,2018
Nicki Minaj,Bed (feat. Ariana Grande),Bed (feat. Ariana Grande),single,2018-06-14,artist,189360,True,1,0.589,0.714,7,-6.308,1,0.258,0.0551,0.00013,0.131,0.42,118.611,5,1,1,0,0,1,0,0,0,0,0,0,2018
Martin Garrix,Ocean (feat. Khalid),Ocean (feat. Khalid),single,2018-06-15,artist,216419,False,1,0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,4,1,1,0,0,0,1,0,0,0,0,0,2018
5 Seconds of Summer,Lie To Me,Youngblood (Deluxe),album,2018-06-15,artist,150467,False,3,0.633,0.478,0,-5.571,1,0.0359,0.0115,0.0,0.103,0.692,159.951,4,1,1,0,0,0,1,0,0,0,0,0,2018
The Carters,APESHIT,EVERYTHING IS LOVE,album,2018-06-18,artist,264853,True,2,0.706,0.785,2,-6.475,1,0.271,0.0131,0.0,0.164,0.377,160.033,4,1,1,0,0,1,0,1,0,0,0,0,2018
Cheat Codes,Only You (with Little Mix),Only You (with Little Mix),single,2018-06-22,artist,189401,False,1,0.607,0.74,4,-4.793,0,0.172,0.0829,0.0,0.105,0.219,108.05,4,1,1,0,0,0,1,0,0,0,0,0,2018
Panic! At The Disco,High Hopes,Pray for the Wicked,album,2018-06-22,artist,190946,False,4,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4,0,0,0,1,0,0,0,0,0,0,0,2018
New Hope Club,Medicine,Medicine,single,2018-06-22,artist,205520,False,1,0.723,0.74,0,-4.536,0,0.0295,0.045,0.0,0.203,0.58,106.993,4,1,0,0,0,0,0,0,0,0,0,0,2018
Dean Lewis,Be Alright,Be Alright,single,2018-06-29,artist,196373,True,1,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,4,1,0,0,1,0,0,0,0,0,0,0,2018
Drake,In My Feelings,Scorpion,album,2018-06-29,artist,217933,True,9,0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,4,1,0,0,0,1,0,0,0,0,0,0,2018
Why Don't We,Talk,Talk,single,2018-07-06,artist,190346,False,1,0.795,0.7,6,-5.221,0,0.107,0.0588,0.0,0.0977,0.798,120.002,4,1,1,0,0,0,0,0,0,0,0,0,2018
benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),single,2018-07-12,artist,173799,False,1,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,4,1,0,0,0,1,1,0,0,0,0,0,2018
Ariana Grande,God is a woman,God is a woman,single,2018-07-13,artist,197573,True,1,0.604,0.673,1,-5.979,1,0.0545,0.0268,3.32e-05,0.187,0.287,144.971,4,1,1,0,0,0,0,0,0,0,0,0,2018
Zedd,Happy Now,Happy Now,single,2018-07-18,artist,207029,False,1,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,3,1,1,0,0,0,1,0,0,0,0,0,2018
AJ Mitchell,I Don't Want You Back,Hopeful,single,2018-07-20,artist,224144,False,4,0.613,0.347,5,-6.486,1,0.034,0.591,0.0,0.0959,0.25,109.764,4,1,1,0,0,0,1,0,0,0,0,0,2018
Bazzi,Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),single,2018-08-02,artist,180000,False,1,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,0.249,100.027,4,1,1,0,0,1,1,0,0,0,0,0,2018
Red Velvet,"Bad Boy - English Version, Bonus Track",Summer Magic - Summer Mini Album,album,2018-08-06,artist,208666,False,7,0.723,0.726,2,-4.512,1,0.043,0.21,0.0,0.061,0.839,150.011,4,1,0,0,0,0,0,0,0,0,0,1,2018
Ariana Grande,breathin,Sweetener,album,2018-08-17,artist,198160,True,9,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,0.364,100.049,4,1,1,0,0,0,0,0,0,0,0,0,2018
Ava Max,Sweet but Psycho,Sweet but Psycho,single,2018-08-17,artist,187436,False,1,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,4,1,1,0,0,0,0,0,0,0,0,0,2018
Marshmello,Happier,Happier,single,2018-08-17,artist,214289,False,1,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4,1,1,0,0,0,1,0,0,0,0,0,2018
Eminem,Venom - Music From The Motion Picture,Kamikaze,album,2018-08-31,artist,269554,True,13,0.749,0.794,0,-5.063,1,0.064,0.0193,0.0,0.543,0.46,135.959,4,0,0,0,0,1,0,0,0,0,0,0,2018
Eminem,Lucky You (feat. Joyner Lucas),Kamikaze,album,2018-08-31,artist,244679,True,3,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,4,0,0,0,0,1,0,0,0,0,0,0,2018
Charlie Puth,The Way I Am - Acoustic,The Way I Am (Acoustic),single,2018-09-07,artist,188021,False,1,0.571,0.263,1,-9.965,1,0.0554,0.802,0.0,0.119,0.775,113.574,4,1,1,0,0,0,0,0,0,0,0,0,2018
Machine Gun Kelly,RAP DEVIL,RAP DEVIL,single,2018-09-08,artist,286117,True,1,0.895,0.839,0,-4.512,1,0.227,0.217,3e-06,0.239,0.756,149.951,4,1,0,0,0,1,0,0,0,0,0,0,2018
Eminem,Killshot,Killshot,single,2018-09-19,artist,253579,True,1,0.893,0.651,0,-8.647,0,0.367,0.0995,0.0,0.371,0.6,105.835,4,0,0,0,0,1,0,0,0,0,0,0,2018
Dinah Jane,Bottled Up,Bottled Up,single,2018-09-21,artist,199300,True,1,0.843,0.58,2,-4.271,1,0.0591,0.107,1.84e-05,0.0645,0.638,98.023,4,1,1,0,0,0,0,0,0,0,0,0,2018
Camila Cabello,Havana - Live,Havana (Live),single,2018-09-21,artist,248572,False,1,0.641,0.776,0,-5.176,0,0.0359,0.114,0.000134,0.362,0.419,104.956,4,1,1,0,0,0,1,0,0,0,0,0,2018
Shawn Mendes,Lost In Japan - Remix,Lost In Japan (Remix),single,2018-09-27,artist,201253,False,1,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,4,1,1,0,0,0,0,0,0,0,0,0,2018
Lauv,There's No Way (feat. Julia Michaels),There's No Way (feat. Julia Michaels),single,2018-09-27,artist,174860,False,1,0.755,0.625,2,-7.114,1,0.0896,0.49,0.0,0.157,0.374,147.02,4,1,1,0,0,0,1,0,0,0,0,0,2018
Halsey,Without Me,Without Me,single,2018-10-04,artist,201660,True,1,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,1,1,0,0,0,1,0,0,0,0,0,2018
Jonas Blue,Polaroid,Polaroid,single,2018-10-05,artist,193377,False,1,0.652,0.897,7,-4.481,0,0.036,0.293,0.0,0.0722,0.475,114.033,4,1,1,0,0,0,1,0,0,0,0,0,2018
Camila Cabello,Consequences - orchestra,Consequences (orchestra),single,2018-10-09,artist,181913,False,1,0.547,0.289,0,-8.131,1,0.0348,0.645,0.0,0.148,0.213,104.851,3,1,1,0,0,0,1,0,0,0,0,0,2018
Little Mix,Woman Like Me (feat. Nicki Minaj),Woman Like Me (feat. Nicki Minaj),single,2018-10-12,artist,228206,True,1,0.757,0.849,5,-3.424,0,0.0536,0.173,0.0,0.0878,0.826,150.036,4,1,1,0,0,0,0,0,0,0,0,0,2018
ZAYN,Fingers,Fingers,single,2018-10-18,artist,173867,True,1,0.666,0.426,7,-9.228,0,0.147,0.383,1.56e-05,0.109,0.587,159.963,4,1,1,0,0,0,0,0,0,0,0,0,2018
Dua Lipa,Kiss and Make Up,Dua Lipa (Complete Edition),album,2018-10-19,artist,189173,False,20,0.678,0.729,8,-4.188,1,0.137,0.0658,0.0,0.303,0.643,99.895,4,1,1,0,0,0,0,0,0,0,0,0,2018
Normani,Checklist (with Calvin Harris) (feat. WizKid),Normani x Calvin Harris,single,2018-10-22,artist,169813,False,1,0.89,0.624,1,-3.966,1,0.103,0.0937,5.44e-06,0.0903,0.762,116.056,4,1,1,0,0,1,0,1,0,0,0,0,2018
Normani,Slow Down (with Calvin Harris),Normani x Calvin Harris,single,2018-10-22,artist,205986,True,2,0.853,0.691,0,-4.342,1,0.0526,0.0877,7.54e-05,0.11,0.561,124.043,4,1,1,0,0,1,0,1,0,0,0,0,2018
Lauren Jauregui,Expectations,Expectations,single,2018-10-24,artist,204066,True,1,0.576,0.443,4,-7.477,0,0.0754,0.00923,1.88e-06,0.124,0.452,180.08,3,1,1,0,0,0,0,1,0,0,0,0,2018
Ariana Grande,"thank u, next","thank u, next",single,2018-11-03,artist,207333,True,1,0.724,0.647,1,-5.642,1,0.0658,0.28,0.0,0.102,0.435,106.96,4,1,1,0,0,0,0,0,0,0,0,0,2018
CNCO,Hey DJ - Remix,Hey DJ (Remix),single,2018-11-09,artist,189363,False,1,0.564,0.89,5,-4.286,1,0.107,0.0918,0.0,0.0819,0.636,180.112,4,1,0,0,0,0,0,0,0,0,1,0,2018
Shawn Mendes,Use Somebody - Recorded at Spotify Studios NYC,Spotify Singles,single,2018-11-14,artist,176586,False,2,0.366,0.519,5,-6.066,1,0.0331,0.35,0.0,0.145,0.308,124.632,4,1,1,0,0,0,0,0,0,0,0,0,2018
Shawn Mendes,Lost In Japan - Recorded at Spotify Studios NYC,Spotify Singles,single,2018-11-14,artist,214586,False,1,0.438,0.508,7,-7.485,0,0.0649,0.716,0.0,0.057,0.541,101.698,4,1,1,0,0,0,0,0,0,0,0,0,2018
Normani,Waves (feat. 6LACK),Waves (feat. 6LACK),single,2018-11-15,artist,215670,True,1,0.578,0.588,0,-4.92,0,0.255,0.415,0.0,0.114,0.3,79.174,5,1,1,0,0,1,0,1,0,0,0,0,2018
Little Mix,Think About Us,LM5 (Deluxe),album,2018-11-16,artist,235146,False,3,0.477,0.791,8,-3.331,1,0.12,0.0709,0.0,0.112,0.603,175.869,4,1,1,0,0,0,0,0,0,0,0,0,2018
Little Mix,Woman Like Me (feat. Nicki Minaj),LM5 (Deluxe),album,2018-11-16,artist,229720,True,2,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,4,1,1,0,0,0,0,0,0,0,0,0,2018
Little Mix,Monster In Me,LM5 (Deluxe),album,2018-11-16,artist,225053,False,5,0.529,0.646,9,-4.371,1,0.0822,0.645,0.0,0.134,0.405,145.568,4,1,1,0,0,0,0,0,0,0,0,0,2018
Clean Bandit,Out at Night (feat. KYLE & Big Boi),Out at Night (feat. KYLE & Big Boi),single,2018-11-26,artist,234546,False,1,0.736,0.71,5,-7.138,0,0.0429,0.0906,6.1e-05,0.216,0.334,105.005,4,1,1,0,0,0,1,0,0,0,0,0,2018
Clean Bandit,I Miss You (feat. Julia Michaels),What Is Love? (Deluxe Edition),album,2018-11-30,artist,205986,False,11,0.693,0.624,0,-7.482,0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,4,1,1,0,0,0,1,0,0,0,0,0,2018
Red Velvet,RBB (Really Bad Boy) - English Version,RBB - The 5th Mini Album,single,2018-11-30,artist,188471,False,6,0.717,0.867,2,-3.26,1,0.0319,0.0117,5.46e-05,0.118,0.376,150.109,4,1,0,0,0,0,0,0,0,0,0,1,2018
Lauren Jauregui,More Than That,More Than That,single,2019-01-11,artist,158733,False,1,0.595,0.442,4,-12.899,0,0.282,0.0709,0.0,0.139,0.297,48.702,4,1,1,0,0,0,0,1,0,0,0,0,2019
Sam Smith,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),single,2019-01-11,artist,171029,False,1,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,4,1,1,0,0,0,0,0,0,0,0,0,2019
Julia Michaels,What A Time (feat. Niall Horan),Inner Monologue Part 1,single,2019-01-24,artist,173306,False,6,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,4,1,1,0,0,0,1,0,0,0,0,0,2019
Tiffany Young,Born Again,Born Again,single,2019-01-25,artist,192982,False,1,0.428,0.665,6,-5.153,0,0.0508,0.00744,1.91e-06,0.237,0.259,173.781,4,1,0,0,0,0,0,1,0,0,0,1,2019
Ally Brooke,Low Key (feat. Tyga),Low Key (feat. Tyga),single,2019-01-31,artist,201385,False,1,0.79,0.546,6,-5.553,0,0.0383,0.369,2.55e-06,0.128,0.748,109.014,4,1,0,0,0,0,0,0,0,0,0,0,2019
New Hope Club,Permission,Permission,single,2019-02-01,artist,194240,False,1,0.758,0.792,11,-6.127,1,0.0795,0.0675,0.0,0.112,0.782,105.019,4,1,0,0,0,0,0,0,0,0,0,0,2019
Ariana Grande,"break up with your girlfriend, i'm bored","thank u, next",album,2019-02-08,artist,190440,True,12,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,4,1,1,0,0,0,0,0,0,0,0,0,2019
Tiffany Young,Lips On Lips,Lips On Lips,single,2019-02-14,artist,224253,False,1,0.586,0.641,5,-5.763,1,0.0483,0.0822,0.0,0.122,0.376,127.166,4,1,0,0,0,0,0,1,0,0,0,1,2019
Tiffany Young,Runaway,Lips On Lips,single,2019-02-22,artist,226926,False,5,0.728,0.558,5,-6.399,1,0.0336,0.176,0.0,0.145,0.376,129.998,4,1,0,0,0,0,0,1,0,0,0,1,2019
AJ Mitchell,All My Friends,All My Friends,single,2019-03-01,artist,172787,False,1,0.62,0.64,4,-5.285,1,0.0334,0.0488,0.0,0.0647,0.445,90.032,4,1,1,0,0,0,1,0,0,0,0,0,2019
Jonas Brothers,Sucker,Sucker,single,2019-03-01,artist,181040,False,1,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,1,1,0,0,0,0,0,0,0,0,0,2019
Ava Max,So Am I,So Am I,single,2019-03-07,artist,183026,False,1,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,4,1,1,0,0,0,0,0,0,0,0,0,2019
Bazzi,Paradise,Paradise,single,2019-04-04,artist,169038,True,1,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,4,1,1,0,0,1,1,0,0,0,0,0,2019
Jonas Brothers,Cool,Cool,single,2019-04-05,artist,167120,False,1,0.681,0.603,0,-5.533,1,0.0458,0.0105,0.0,0.159,0.643,79.007,4,1,1,0,0,0,0,0,0,0,0,0,2019
Dinah Jane,Heard It All Before,Dinah Jane 1,single,2019-04-19,artist,201331,False,1,0.733,0.819,10,-1.845,0,0.0657,0.199,1.88e-06,0.14,0.53,96.525,4,1,1,0,0,0,0,0,0,0,0,0,2019
NIKI,lowkey,lowkey,single,2019-04-24,artist,171355,True,1,0.752,0.494,0,-8.18,1,0.0559,0.432,0.0,0.0869,0.227,117.901,4,1,0,0,0,0,0,1,0,0,0,0,2019
New Hope Club,Love Again,Love Again,single,2019-05-03,artist,203506,False,1,0.542,0.751,11,-3.932,0,0.0426,0.132,0.0,0.129,0.197,87.982,4,1,0,0,0,0,0,0,0,0,0,0,2019
ZAYN,"A Whole New World (End Title) - From ""Aladdin""","A Whole New World (End Title) [From ""Aladdin""]",single,2019-05-09,artist,242956,False,1,0.302,0.414,2,-8.16,1,0.0319,0.0575,0.0,0.0861,0.105,110.508,4,1,1,0,0,0,0,0,0,0,0,0,2019
James Arthur,Falling Like The Stars,Falling Like The Stars,single,2019-05-10,artist,212720,False,1,0.296,0.351,6,-9.538,1,0.0352,0.823,1.45e-06,0.11,0.19,177.06,3,1,0,0,0,0,0,0,0,0,0,0,2019
Lewis Capaldi,Bruises,Divinely Uninspired To A Hellish Extent,album,2019-05-17,artist,220492,False,2,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,4,1,0,0,0,0,0,0,0,0,0,0,2019
Lewis Capaldi,Someone You Loved,Divinely Uninspired To A Hellish Extent,album,2019-05-17,artist,182160,False,4,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,1,0,0,0,0,0,0,0,0,0,0,2019
Naomi Scott,Speechless (Full),Aladdin (Original Motion Picture Soundtrack),album,2019-05-22,artist,208800,False,12,0.474,0.489,6,-7.625,0,0.0342,0.467,0.0,0.119,0.23,124.844,4,1,0,0,0,0,0,0,0,0,0,0,2019
5 Seconds of Summer,Easier,Easier,single,2019-05-23,artist,157492,False,1,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,4,1,1,0,0,0,1,0,0,0,0,0,2019
Ally Brooke,Lips Don't Lie (feat. A Boogie Wit da Hoodie),Lips Don't Lie (feat. A Boogie Wit da Hoodie),single,2019-05-24,artist,166762,False,1,0.644,0.59,6,-6.358,0,0.168,0.0221,0.0,0.18,0.669,87.915,4,1,0,0,0,0,0,0,0,0,0,0,2019
Mark Ronson,Find U Again (feat. Camila Cabello),Find U Again (feat. Camila Cabello),single,2019-05-30,artist,176416,False,1,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,4,1,1,0,0,0,0,1,0,0,0,0,2019
Katy Perry,Never Really Over,Never Really Over,single,2019-05-31,artist,223523,False,1,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,4,1,1,0,0,0,0,0,0,0,0,0,2019
Jonas Brothers,Only Human,Happiness Begins,album,2019-06-07,artist,183000,False,3,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,4,1,1,0,0,0,0,0,0,0,0,0,2019
Jonas Brothers,Cool,Happiness Begins,album,2019-06-07,artist,167106,False,2,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,4,1,1,0,0,0,0,0,0,0,0,0,2019
Jonas Brothers,Sucker,Happiness Begins,album,2019-06-07,artist,181026,False,1,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,1,1,0,0,0,0,0,0,0,0,0,2019
Shawn Mendes,Señorita,Señorita,single,2019-06-21,artist,190960,False,1,0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,4,1,1,0,0,0,0,0,0,0,0,0,2019
Sam Smith,How Do You Sleep?,How Do You Sleep?,single,2019-07-19,artist,202204,False,1,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,5,1,1,0,0,0,0,0,0,0,0,0,2019
Dinah Jane,SZNS (feat. A Boogie Wit Da Hoodie),SZNS (feat. A Boogie Wit Da Hoodie),single,2019-07-26,artist,222574,True,1,0.557,0.565,8,-6.448,1,0.0962,0.025,0.0,0.347,0.409,178.242,4,1,1,0,0,0,0,0,0,0,0,0,2019
Bruno Martini,Somebody That You Loved,Somebody That You Loved,single,2019-08-02,artist,215998,False,1,0.707,0.721,7,-7.0,0,0.039,0.329,0.000309,0.0819,0.444,109.977,4,1,1,0,0,0,1,0,0,0,0,0,2019
AJ Mitchell,Slow Dance,Slow Dance,single,2019-08-09,artist,178799,False,1,0.692,0.443,1,-5.671,1,0.0386,0.214,0.0,0.06,0.363,127.899,4,1,1,0,0,0,1,0,0,0,0,0,2019
Normani,Motivation,Motivation,single,2019-08-16,artist,193837,False,1,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,4,1,1,0,0,1,0,1,0,0,0,0,2019
Why Don't We,What Am I,What Am I,single,2019-08-23,artist,184665,False,1,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.104,0.368,163.862,4,1,1,0,0,0,0,0,0,0,0,0,2019
Camila Cabello,Shameless,Shameless,single,2019-09-05,artist,219742,False,1,0.377,0.651,4,-5.437,0,0.0588,0.0197,5.31e-05,0.174,0.0851,129.698,4,1,1,0,0,0,1,0,0,0,0,0,2019
OneRepublic,Wanted,Wanted,single,2019-09-06,artist,136247,False,1,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,4,1,1,0,1,0,0,0,0,0,0,0,2019
Lauv,Feelings,Feelings,single,2019-09-19,artist,189613,False,1,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018,4,1,1,0,0,0,1,0,0,0,0,0,2019
Zedd,Good Thing (with Kehlani),Good Thing (with Kehlani),single,2019-09-27,artist,210901,True,1,0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,3,1,1,0,0,0,1,0,0,0,0,0,2019
New Hope Club,Know Me Too Well,Know Me Too Well,single,2019-10-04,artist,200013,False,1,0.75,0.698,1,-4.371,0,0.0388,0.427,0.0,0.0654,0.834,122.954,4,1,0,0,0,0,0,0,0,0,0,0,2019
JP Saxe,If the World Was Ending - feat. Julia Michaels,If the World Was Ending (feat. Julia Michaels),single,2019-10-17,artist,208687,False,1,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,0.604,75.801,4,1,0,0,1,0,0,1,0,0,0,0,2019
AJ Mitchell,Like Strangers Do,Like Strangers Do,single,2019-10-18,artist,160790,False,1,0.633,0.242,3,-8.523,0,0.0761,0.515,0.0,0.0839,0.694,98.219,4,1,1,0,0,0,1,0,0,0,0,0,2019
Dua Lipa,Don't Start Now,Don't Start Now,single,2019-10-31,artist,183290,False,1,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,4,1,1,0,0,0,0,0,0,0,0,0,2019
Doja Cat,Say So,Hot Pink,album,2019-11-07,artist,237893,True,5,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,1,1,0,0,0,0,0,0,0,0,0,2019
Lewis Capaldi,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),album,2019-11-22,artist,215106,False,13,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,4,1,0,0,0,0,0,0,0,0,0,0,2019
Camila Cabello,My Oh My (feat. DaBaby),Romance,album,2019-12-06,artist,170746,False,4,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,1,1,0,0,0,1,0,0,0,0,0,2019
Camila Cabello,Feel It Twice,Romance,album,2019-12-06,artist,188939,False,9,0.516,0.436,0,-5.568,0,0.0283,0.842,0.0,0.0901,0.376,132.07,4,1,1,0,0,0,1,0,0,0,0,0,2019
Camila Cabello,Easy,Romance,album,2019-12-06,artist,194686,False,8,0.574,0.593,4,-5.731,0,0.0463,0.411,1.55e-06,0.0966,0.355,128.073,4,1,1,0,0,0,1,0,0,0,0,0,2019
SHAED,Trampoline,Melt (Deluxe),album,2019-12-27,artist,184280,False,15,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,4,1,0,0,0,0,1,0,0,0,0,0,2019
New Hope Club,Let Me Down Slow,Let Me Down Slow,single,2020-01-31,artist,162973,False,1,0.563,0.573,4,-5.625,1,0.0326,0.345,0.0,0.079,0.316,60.471,4,1,0,0,0,0,0,0,0,0,0,0,2020
Lauren Jauregui,Invisible Chains,Invisible Chains,single,2020-02-07,artist,200105,True,1,0.426,0.553,2,-7.72,1,0.0469,0.000745,0.00263,0.368,0.167,179.859,4,1,1,0,0,0,0,1,0,0,0,0,2020
Niall Horan,No Judgement,No Judgement,single,2020-02-07,artist,176283,False,1,0.723,0.726,1,-3.835,0,0.0472,0.0564,0.000126,0.057,0.962,100.051,4,1,1,0,0,0,0,0,0,0,0,0,2020
Lauv,Modern Loneliness,~how i'm feeling~,album,2020-02-20,artist,252337,True,1,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,0.143,82.008,4,1,1,0,0,0,1,0,0,0,0,0,2020
Tainy,NADA (with Lauren Jauregui & C. Tangana),NADA (with Lauren Jauregui & C. Tangana),single,2020-02-21,artist,188690,False,1,0.826,0.504,8,-7.355,1,0.14,0.152,4.89e-05,0.369,0.509,91.999,4,1,0,0,0,1,0,0,0,0,1,0,2020
Lauv,i'm so tired...,~how i'm feeling~,album,2020-03-06,artist,162586,False,14,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,4,1,1,0,0,0,1,0,0,0,0,0,2020
The Weeknd,Blinding Lights,After Hours,album,2020-03-20,artist,200040,False,9,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,1,0,0,0,0,0,1,0,0,0,0,2020
Lauren Jauregui,Lento,Lento,single,2020-03-20,artist,173548,True,1,0.82,0.453,9,-8.56,0,0.105,0.0199,0.000152,0.0868,0.575,91.015,4,1,1,0,0,0,0,1,0,0,0,0,2020
Dua Lipa,Levitating,Future Nostalgia,album,2020-03-27,artist,203807,False,5,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,4,1,1,0,0,0,0,0,0,0,0,0,2020
Dua Lipa,Break My Heart,Future Nostalgia,album,2020-03-27,artist,221820,False,9,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,1,1,0,0,0,0,0,0,0,0,0,2020
Dua Lipa,Physical,Future Nostalgia,album,2020-03-27,artist,193829,False,4,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.967,4,1,1,0,0,0,0,0,0,0,0,0,2020
Lauren Jauregui,50ft.,50ft.,single,2020-04-17,artist,185910,True,1,0.559,0.501,0,-7.049,1,0.315,0.78,4.1e-05,0.107,0.341,191.54,4,1,1,0,0,0,0,1,0,0,0,0,2020
